1,1,2020-001,20531A000/00010/UT/2020,09/01/2020,"BAJO LA LEY DE PROTECCIÓN DE DATOS PERSONALES DEL ESTADO DE MÉXICO, SOLICITA LA ACTUALIZACIÓN DE LAS BASES DE DATOS Y EL DOCUMENTO DE SEGURIDAD, CORRESPONDIENTES AL PRIMER SEMESTRE 2020, ESPECIFICANDO CON LAPICERO ROJO, A MANO LAS MODIFICACIONES A LAS CEDULAS Y A LOS ANEXOS CORRESPONDIENTES",01/01/2021 22:02,01/01/2021 22:02
69,58,2020-016,21000006S/0163/2020,28/01/2020,"REMITE EL CONVENIO CELEBRADO ENTRE LA SECRETARÍA DE EDUCACIÓN Y EL H. AYUNTAMIENTO DE NICOLÁS ROMERO, SOLICITANDO SEA RUBRICADO POR LAS AUTORIDADES CORRESPONDIENTES ",10/03/2021 22:02,10/03/2021 22:02
70,36,s/n,TARJETA ,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,11/03/2021 22:02,11/03/2021 22:02
71,59,s/n,210C201A0/065/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,12/03/2021 22:02,12/03/2021 22:02
72,60,s/n,UMB/210C3001000403L/002/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,13/03/2021 22:02,13/03/2021 22:02
73,61,s/n,210C38010/052/2020,28/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,14/03/2021 22:02,14/03/2021 22:02
74,62,2020-017,205201000/0060/2020,29/01/2020,REMITE  LAS SUGERENCIAS REALIZADAS AL PROYECTO DEL ACUERDO DEL SECRETARIO DE EDUCACIÓN POR EL QUE SE EMITEN LAS REGLAS DE OPERACIÓN DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES,15/03/2021 22:02,15/03/2021 22:02
75,27,s/n,21014001A000000/00423/2020,30/01/2020,SOLICITA DESIGNAR UN ENLACE PARA ASISTIR A LA REUNION EN LA QUE SE TRATARÁN ASUNTOS RELACIONADOS CON LAS MEDIDAS DE AUSTERIDAD Y CONTENCIÓN DEL GASTO PÚBLICO PARA EL EJERCICIO FISCAL 2020,16/03/2021 22:02,16/03/2021 22:02
76,6,2020-019,21013001L/128/2020,30/01/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL C. SECRETARIO DE EDUCACIÓN Y PRESIDENTE DE LOS ÓRGANOS DE GOBIERNO DE LOS ORGANISMOS PÚBLICOS DESCENTRALIZADOS DE CARÁCTER ESTATAL DE EDUCACIÓN SUPERIOR, A LAS SESIONES DE JUNTAS Y CONSEJOS DIRECTIVOS SIGUIENTES: UTTECÁMAC, UPTECÁMAC, TES CHIMALHUACÁN, TESOEM, UNEVET Y UMB",17/03/2021 22:02,17/03/2021 22:02
77,22,s/n,210C21010000000/0039/2020,30/01/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,18/03/2021 22:02,18/03/2021 22:02
78,63,2020-018,21012000000100S/024/2020,30/01/2020,REMITE  LOS COMENTARIOS CORRESPONDIENTES AL PROYECTO DEL ACUERDO DEL SECRETARIO DE EDUCACIÓN POR EL QUE SE EMITEN LAS REGLAS DE OPERACIÓN DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES,19/03/2021 22:02,19/03/2021 22:02
79,27,s/n,20532A000/0318/2020,04/02/2020,"INFORMA QUE SE LLEVARÁ A CABO LA REUBICACIÓN DEL ESTACIONAMIENTO RIVA PALACIO A Y B, MOTIVO POR EL CUAL INFORMA EL PROCEDIMIENTO A SEGUIR SI LA UNIDAD ADMINISTRATIVA CUENTA CON ESPACIOS DESIGNADOS PARA LOS VEHÍCULOS OFICIALES ",20/03/2021 22:02,20/03/2021 22:02
80,57,2020-020,CIRCULAR No. 005,04/02/2020,"INFORMA QUE SE LLEVARÁN A CABO TALLERES DE CAPACITACIÓN, QUE SERÁN IMPARTIDOS POR EL INSTITUTO DE PROFESIONALIZACIÓN, SOLICITANDO HACER DE SU CONOCIMIENTO AL PERSONAL ADSCRITO A LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ",21/03/2021 22:02,21/03/2021 22:02
81,64,2020-021,CEPE.SE/21000005S/049/2020,05/02/2020,"REMITE EL LISTADO DE LOS ESTUDIANTES QUE EN SU MOMENTO RECIBIERON EL APOYO DE UNA LAP-TOP, DENTRO DEL PROGRAMA ESTATAL DE EXCELENCIA ACADÉMICA PARA LA OBTENCIÓN DE UNA LAPTOP",22/03/2021 22:02,22/03/2021 22:02
82,65,s/n,210C3601000001L/038/2020,05/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,23/03/2021 22:02,23/03/2021 22:02
83,66,s/n,INVITACIÓN,05/02/2020,REMITE INVITACIÓN AL TERCER INFORME ANUAL DE ACTIVIDADES EL PRÓXIMO 03 DE MARZO DEL AÑO EN CURSO ,24/03/2021 22:02,24/03/2021 22:02
84,67,s/n,210C4001A000000/050/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,25/03/2021 22:02,25/03/2021 22:02
85,68,s/n,210C11010/082/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,26/03/2021 22:02,26/03/2021 22:02
86,69,s/n,210C1601000202L-012-2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,27/03/2021 22:02,27/03/2021 22:02
87,70,s/n,210C0301010000L/004/20,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,28/03/2021 22:02,28/03/2021 22:02
88,71,s/n,SOBRE,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,29/03/2021 22:02,29/03/2021 22:02
89,72,s/n,UMB/210C3001030000L/277/2020,06/02/2020,"REMITE LA CALENDARIZACIÓN PARA LA IMPARTICIÓN DE CONFERENCIAS SOBRE ""PARTICIPACIÓN CIUDADANA""",30/03/2021 22:02,30/03/2021 22:02
90,73,s/n,20702004A/048/2020,06/02/2020,"EN EL MARCO DEL PROGRAMA DE BECAS VIAJES AL EXTRANJERO, REMITE URL EXTEMPORANEA  QUE SERÁ HABILITADA DEL 07 AL 13 DE FEBRERO",31/03/2021 22:02,31/03/2021 22:02
91,74,s/n,210C17010/113/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,01/04/2021 22:02,01/04/2021 22:02
92,75,s/n,210C23010/051/2020,06/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,02/04/2021 22:02,02/04/2021 22:02
93,76,2020000658,FOLIO SIASE,07/02/2020,"CONVOCA A REUNIÓN DE TRABAJO CON LOS EMBAJADORES DE ALEMANIA Y EL MINISTRO DE FRANCIA, SOLICITANDOD ESIGNAR A UN ENLACE PARA ACUDIR ",03/04/2021 22:02,03/04/2021 22:02
94,6,2020-022,21013001L/186/2020,07/02/2020,"SOLICITA DIFUNDIR Y PRESENTAR UNA PROPUESTA PARA LA BECA ""LA CIUDAD AMISTOSA"" ENTRE EL PAÍS DE CHINA Y EL ESTADO DE MÉXICO ",04/04/2021 22:02,04/04/2021 22:02
95,77,s/n,UTFV/REC/038-2020,12/02/2020,REMITE PARA SU REVISIÓN Y/O VALIDACIÓN EL ACTA DE LA CENTÉSIMA CUADRAGÉSIMA QUINTA SESIÓN ORDINARIA DEL ÓRGANO DE GOBIERNO DE LA UNIVERSIDAD,05/04/2021 22:02,05/04/2021 22:02
96,78,s/n,210C4201000000/079/2020,14/02/2020,REMITE EL MATERIAL REFERENTE A LA OFERTA EDUCATIVA IMPARTIDA EN LA UNIVERSIDAD ,06/04/2021 22:02,06/04/2021 22:02
97,4,s/n,21014001A00000/0601/2020,14/02/2020,"REMITE INFORMACIÓN REFERENTE A LA BECA, CIUDAD AMISTOSA, ENTRE LA OFICINA DE ASUNTOS EXTERIORES DE LA PROVINCIA DE SHANDONG DE LA REPÚBLICA POPULAR DE CHINA Y LA COORDINACIÓN DE ASUNTOS INTERNACIONALES DEL ESTADO DE MÉXICO",07/04/2021 22:02,07/04/2021 22:02
98,58,2020-023,21000006S/0301/2020,14/02/2020,REMITE LAS SUGERENCIAS AL PROYECTO DE ACUERDO POR EL CUAL SE EMITEN LAS REGLAS DE OPERACIÓN Y CONVOCATORIA DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES ,08/04/2021 22:02,08/04/2021 22:02
99,3,2020-024,21014002000000L/00184/2020,17/02/2020,"REMITE LA INFORMACIÓN REFERENTE A LOS CHEQUES DE LOS ESTUDIANTES BECADOS A THE WASHINGTON CENTER, ESTADOS UNIDOS ",09/04/2021 22:02,09/04/2021 22:02
100,79,2020-025,21000002S/A/0016/2020,18/02/2020,"EN EL MARCO DE LA AUDITORIA ADMINISTRATIVA DE OPERACIONES DE LA UNIDAD DE SERVICIO SOCIAL, INFORMA SOBRE EL CUMPLIMIENTO DE ACCIONES DE MEJORA CONVENIDAS",10/04/2021 22:02,10/04/2021 22:02
101,6,s/n,21013001L/249/2020,18/02/2020,"SOLICITA ASISTIR A LA SEGUNDA SESIÓN ORDINARIA DEL CONSEJO DE VINCULACIÓN, QUE SE LLEVARA A CABO EN EL TECNOLÓGICO DE ESTUDIOS SUPERIORES DE COACALCO",11/04/2021 22:02,11/04/2021 22:02
102,8,2020-026,SESYN/289/2020,19/02/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL C. SUBSECRETARIO DE EDUCACIÓN SUPERIOR Y NORMAL, A LA PRIMERA SESIÓN ORDINARIA 2020 DEL COMITÉ DE SELECCIÓN Y ASIGNACIÓN DE BECAS, EL PRÓXIMO 20 DE FEBRERO DEL PRESENTE AÑO",12/04/2021 22:02,12/04/2021 22:02
103,80,2020-027,21014002010000L/0109/2020,19/02/2020,REMITE EL COMPROBANTE BANCARIO DE LA DISPERSIÓN CORRESPONDIENTE AL SEGUNDO PERIODO DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO ,13/04/2021 22:02,13/04/2021 22:02
104,3,2020-028,21014002000000L/0228/2020,19/02/2020,"INFORMA QUE SE REALIZÓ LA TRANSFERENCIA BANCARIA CORRESPONDIENTE A LOS 25 ESTUDIANTES BECADOS A LA UNIVERSIDAD POLITÉCNICA DE MADRID, ESPAÑA",14/04/2021 22:02,14/04/2021 22:02
105,81,2020-029,21000007020000S/0316/2020,19/02/2020,"SOLICITA LA REVISIÓN Y VALIDACIÓN DE LA INFORMACIÓN CONTENIDA EN EL SITIO WEB DE LA SECRETARÍA DE EDUCACIÓN, REFERENTE A LOS PROGRAMAS QUE OPERA LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ",15/04/2021 22:02,15/04/2021 22:02
106,3,2020- 030,21014002A0000L/00147/2020,21/02/2020,"INFORMA LA SUFICIENCIA PRESUPUESTAL Y CODIFICACIÓN DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES, PARA EL EJERCICIO FISCAL 2020",16/04/2021 22:02,16/04/2021 22:02
107,82,s/n,21C0101140000L/0744/2020,21/02/2020,"INFORMA EL SEGUIMIENTO DEL ESTUDIANTE RICARDO JAIR LEÓN SANDOVAL, BENEFICIARIO DE LA BECA PROYECTA ESTADO DE MÉXICO",17/04/2021 22:02,17/04/2021 22:02
108,27,2020- 031,21014001A000000/0456/2020,21/02/2020,"INFORMA LA REUBICACIÓN DE LAS OFICINAS DE LA SUBSECRETARÍA DE ADMINISTRACIÓN Y FINANZAS, SOLICITANDO LA DIFUSIÓN CORRESPONDIENTE",18/04/2021 22:02,18/04/2021 22:02
109,6,s/n,21013001L/290/2020,25/02/2020,"REMITE PARA SU ATENCIÓN, EL FOLIO SESYN/309/2020, MEDIANTE EL CUAL EL C. JORGE ALEJANDRO GUTIÉRREZ RAMÍREZ, SOLICITA SER CONSIDERADO PARA OBTENER LA BECA ""PROYECTA ESTADO DE MÉXICO 2020""",19/04/2021 22:02,19/04/2021 22:02
110,6,s/n,21013001L/291/2020,25/02/2020,"REMITE PARA SU ATENCIÓN, NOTA INFORMATIVA, SIGANADA POR LA RECTORA DE LA UNIVERSIDAD POLITÉCNICA DE CUAUTITLÁN IZCALLI, MEDIANTE EL CUAL SOLICITA PRORROGA DE TIEMPO PARA LA C. PAOLA LIZETH  RUÍZ BAUTISTA, ESTUDIANTE BECADA A THE WASHINGTON CENTER",20/04/2021 22:02,20/04/2021 22:02
111,3,2020-032,21014002000000l/0260/2020,26/02/2020,"INFORMA QUE SE REALIZÓ LA TRANSFERENCIA BANCARIA CORRESPONDIENTE A LOS 23 ESTUDIANTES BECADOS A THE WASHINGTON CENTER, ESTADOS UNIDOS",21/04/2021 22:02,21/04/2021 22:02
112,58,2020-033,21000006S/0386/2020,16/02/2020,REMITE LAS SUGERENCIAS AL PROYECTO DE ACUERDO POR EL CUAL SE EMITEN LAS REGLAS DE OPERACIÓN Y CONVOCATORIA DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO PARA FAMILIAS FUERTES ,22/04/2021 22:02,22/04/2021 22:02
113,83,2020-034,21000007000001S/0342/2020,26/02/2020,SOLICITA LA REVISIÓN Y VALIDACIÓN DE LA INFORMACIÓN CONTENIDA EN LAS BASES DE DATOS CORRESPONDIENTES A LOS PROGRAMAS QUE OPERA LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ,23/04/2021 22:02,23/04/2021 22:02
114,8,2020-035,SESYN/181/2020,26/02/2020,"REMITE EN MEDIO MAGNÉTICO LOS COMENTARIOS EMITIDOS POR LA DIRECCIÓN GENERAL JURÍDICA Y CONSULTIVA DE LA SECRETARÍA DE JUSTICIA Y DERECHOS HUMANOS, A LOS CONVENIOS DE COORDIANCIÓN EN MATERIA DE SERVICIO SOCIAL DE LOS MUNICIPIOS DE METEPEC Y NICOLÁS ROMERO",24/04/2021 22:02,24/04/2021 22:02
115,1,2020-036,20531A000/452/UT/2020,28/02/2020,"SOLICITA FIRMAR LAS CÉDULAS DE BASES DE DATOS PERSONALES Y ANEXOS, DE LOS PROGRAMAS QUE SON OPERADOS EN LA DIRECCIÓN DE APOYO A LA VINCULACIÓN",25/04/2021 22:02,25/04/2021 22:02
116,84,s/n,205120000/0971/2020,28/02/2020,"EN EL MARCO DEL PROGRAMA BECAS VIAJES AL EXTRANJERO, INFORMA QUE EL ESTUDIANTE JUAN DE DIOS BECERRIL HERNÁNDEZ, RECIBIO EL DEPÓSITO CORRESPONDIENTE A LA BECA",26/04/2021 22:02,26/04/2021 22:02
117,85,2020-037,21014A000/0017/2020,03/03/2020,REMITE LAS MEDIDAS DE AUSTERIDAD  Y CONTENCIÓN AL GASTO PÚBLICO DEL PODER EJECUTIVO DEL GOBIERNO DEL ESTADO DE MÉXICO; SOLICITANDO SU CORRECTA APLICACIÓN EN LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ,27/04/2021 22:02,27/04/2021 22:02
118,6,2020-038,21013001L/303/2020,04/03/2020,"SOLICITA ASISTIR EN REPRESENTACIÓN DEL C. SECRETARIO DE EDUCACIÓN Y PRESIDENTE DE LOS ÓRGANOS DE GOBIERNO DE LOS ORGANISMOS PÚBLICOS DESCENTRALIZADOS DE CARÁCTER ESTATAL DE EDUCACIÓN SUPERIOR, A LAS SESIONES DE JUNTAS Y CONSEJOS DIRECTIVOS SIGUIENTES: TES TIANGUISTENCO, TES VILLA GUERRERO, UDEM, UTFV, TESHUIXQUILUCAN",28/04/2021 22:02,28/04/2021 22:02
119,4,2020-039,20532A000/0905/2020,04/03/2020,"INFORMA SOBRE LA COLECTA ROSA CENAEC, SOLICITANDO DIFUNDIR ENTRE EL PERSONAL ADSCRITO A LA DIRECCIÓN DE APOYO A LA VINCULACIÓN",29/04/2021 22:02,29/04/2021 22:02
120,4,2020-040,20532A000/0958/2020,04/03/2020,"SOLICITA IDENTIFICAR EN EL FORMATO ADJUNTO A LOS SERVIDORES PÚBLICOS QUE INTERVINIERÓN EN PROCEDIMIENTOS DE CONTRATACIONES PÚBLICAS, EL OTORGAMIENTO DE LICENCIAS, AUTORIZACIONES, CONCESIONES, PERMISOS, SUS MODIFICATORIAS Y PRORROGAS",30/04/2021 22:02,30/04/2021 22:02
121,51,2020-041,21013001L/330/2020,06/03/2020,"SOLICITA DAR RESPUESTA DE ACUERDO A LA NORMATIVIDAD, A LA C. ITZEL CONSUELO GARCÍA YAÑEZ, ESTUDIANTE QUE REALIZA CUESTIONAMIENTOS ACERCA DE LA BECA PROYECTA, ESTADO DE MÉXICO ",01/05/2021 22:02,01/05/2021 22:02
122,3,2020-042,210140020000000L/0303/2020,06/03/2020,"EN EL MARCO DEL PROGRAMA BECAS VIAJES AL EXTRANJERO, REMITE LISTADO DE LOS CHEQUES ENTREGADOS A LOS ESTUDIANTES BECADOS",02/05/2021 22:02,02/05/2021 22:02
123,3,2020-043,210140020000000L/0310/2020,06/03/2020,"EN EL MARCO DEL PROGRAMA BECAS VIAJES AL EXTRANJERO, INFORMA QUE SE REALIZO EL PAGO INTERNACIONAL PARA LOS 20 ESTUDIANTES QUE VIAJARÓN A THE WASHINGTON CENTER, ESTADOS UNIDOS ",03/05/2021 22:02,03/05/2021 22:02
124,2,2020-044,CIRCULAR No. 004,10/03/2020,SOLICITA REMITIR MEDIANTE OFICIO LA CANTIDAD Y TAMAÑO DE FOLDERS QUE SERÁN REQUERIDOS PARA INTEGRAR LOS EXPEDIENTES QUE CORRESPONDAN AL PERIODO 2020,04/05/2021 22:02,04/05/2021 22:02
125,6,s/n,CIRCULAR No. 47/2020,10/03/2020,"INFORMA SOBRE LA COLECTA ROSA CENAEC, SOLICITANDO DIFUNDIR ENTRE EL PERSONAL ADSCRITO A LA DIRECCIÓN DE APOYO A LA VINCULACIÓN",05/05/2021 22:02,05/05/2021 22:02
126,81,2020-045,21000007020000s/0468/2020,11/03/2020,INFORMA QUE FUE REALIZADA LA ACTUALIZACIÓN SOLICITADA DE LOS PROGRAMAS QUE OPERA LA DIRECCIÓN DE APOYO A LA VINCULACIÓN ,06/05/2021 22:02,06/05/2021 22:02
127,3,2020-046,21014002000000L/0326/2020,11/03/2020,"EN EL MARCO DEL PROGRAMA DE BECAS VIAJES AL EXTRANJERO, INFORMA QUE SE REALIZO ELPAGO CORRESPONDIENTE A 21 ESTUDIANTES BECADOS A TWC, ESTADOS UNIDOS ",07/05/2021 22:02,07/05/2021 22:02
128,80,2020-047,21014002010000L/172/2020,11/03/2020,"EN EL MARCO DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO, INFORMA QUE SE REALIZO LA TRANSFERENCIA BANCARIA CRRESPONDIENTE AL TERCER PERIODO DEL PROGRAMA ",08/05/2021 22:02,08/05/2021 22:02
129,80,2020-048,21014002010000L/173/2020,11/03/2020,"EN EL MARCO DEL PROGRAMA DE SERVICIO SOCIAL COMUNITARIO, INFORMA QUE NO ES POSIBLE REALIZAR LA TRANSFERENCIA BANCARIA CRRESPONDIENTE AL CUARTO PERIODO DEL PROGRAMA ",09/05/2021 22:02,09/05/2021 22:02
130,2,s/n,CIRCULAR NO. 005/2020,12/03/2020,"SE SOLICITA REMITIR MEDIANTE OFICIO EL FORMATO DE GUIA SIMPLE DE ARCHIVOS DEBIDAMENTE LLENADO POR EL RESPONSABLE DE ARCHIVO DE TRAMITE, A MAS TARDAR EL 03 DE ABRIL",10/05/2021 22:02,10/05/2021 22:02
131,86,s/n,CIRCULAR NO. 007,12/03/2020,"SE HACE DE CONOCIMIENTO QUE, CON LA FINALIDAD DE CAPACITAR Y SENSIBILIZAR EN TEMAS DE ÉTICA EN EL SERVICIO PÚBLICO DURANTE LOS MESES DE ABRIL, MAYO Y JUNIO DEL PRESENTE AÑO, EL INSTITUTO DE PROFESIONALIZACION DE LOS SERVIDORES PUBLICOS, IMPARTIRÁ, DERIVADO A LOS ANTERIOR EL SERVIDIOR DEBERA REALIZAR SU REGISTRO EN LAS LIGAS CORRESPONDIENTES",11/05/2021 22:02,11/05/2021 22:02
